order_id	pickup_city	delivery_city	zone	order_time	package_weight_kg	vehicle_type	vehicle_capacity_kg	traffic_level	weather_condition	delivery_priority	distance_km	fuel_cost_estimate	driver_cost_estimate	delivery_cost	delivery_revenue	profit_per_delivery
2187	Bhopal	Nagpur	west	01-03-2026 14:06	18.93	van	100	low	clear	low	140.84	407.67	232.34	640.02	1093.55	453.53
2188	Jaipur	Jaipur	north	03-03-2026 17:50	19.83	bike	50	low	fog	medium	1318.63	3082.26	2446.51	5528.78	15142.59	9613.81
2189	Ranchi	Surat	west	05-03-2026 10:23	9.09	bike	50	medium	cloudy	low	160.54	481.54	242.58	724.12	1107.76	383.65
2190	Kanpur	Gurgaon	west	03-03-2026 17:34	48.65	truck	50	low	rain	medium	302.12	682.83	576.46	1259.29	3524.8	2265.51
2191	Pune	Kanpur	south	06-03-2026 15:52	49.44	bike	50	medium	clear	low	797.04	2342.77	1033.25	3376.02	7926.04	4550.02
2192	Bengaluru	Nagpur	central	02-03-2026 20:22	2.53	truck	1000	high	fog	medium	1110.26	3044.13	1621.17	4665.3	12634.46	7969.16
2193	Kolkata	Ghaziabad	central	06-03-2026 10:58	39.94	bike	500	low	rain	high	1275.89	4637.67	2084.58	6722.25	14281.76	7559.51
2194	Kolkata	Ghaziabad	east	03-03-2026 00:53	34.63	truck	50	high	clear	low	337.43	1307.5	623.71	1931.21	3882.09	1950.88
2195	Ludhiana	Bengaluru	east	03-03-2026 05:53	35.42	truck	1000	medium	cloudy	low	1180.09	3793.59	1702.16	5495.74	7622.18	2126.44
2196	Delhi	Delhi	south	05-03-2026 12:33	7.4	bike	50	high	fog	high	454.59	1696.78	506.74	2203.51	4589.83	2386.32
2197	Patna	Nagpur	east	04-03-2026 11:05	21.54	bike	1000	medium	rain	low	327.72	1268.14	383.35	1651.49	3795.7	2144.21
2198	Nagpur	Ahmedabad	west	04-03-2026 08:21	12.74	van	1000	medium	fog	high	329.18	1284.02	344.5	1628.52	2226.48	597.96
2199	Ghaziabad	Visakhapatnam	west	03-03-2026 19:34	32.65	truck	1000	high	rain	low	102.29	218.26	191.54	409.8	1193.91	784.11
